"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","31629","Validar cadastro de usuário com sucesso","","Sat May 17 10:23:10 GMT 2025","passed","Sat May 17 10:23:42 GMT 2025","","Cadastro de usuários","Validar cadastro de usuário com sucesso",""
